PBO Station Position Time Series. Reference Frame : Unknown										
Format Version: 1.1.0										
4-character ID: P14P										
Station name  : P14P_GPS        										
First Epoch   : 20100101 115900										
Last Epoch    : 20190907 115900										
Release Date  : 20200121 081140										
NEU Reference position :    -0.9055214917  119.8367143000  137.04220 (Unknown/WGS84)										
Start Field Description										
YYYYMMDD      Year, month, day for the given position epoch										
dN            Difference in North component from NEU reference position, meters										
dE            Difference in East component from NEU reference position, meters										
du            Difference in vertical component from NEU reference position, meters										
Sn            Standard deviation of dN, meters										
Se            Standard deviation of dE, meters										
Su            Standard deviation of dU, meters										
Rne           Correlation of dN and dE										
Rnu           Correlation of dN and dU										
Reu           Correlation of dEand dU										
"Soln          ""rapid"", ""final"", ""suppl/suppf"", ""campd"", or ""repro"" corresponding to products  generated with rapid or final orbit products, in supplemental processing, campaign data processing or reprocessing"										
End Field Description										
*YYYYMMDD	dN	dE	dU	Sn	Se	Su	Rne	Rnu	Reu	Soln
20190419	-107.288	0.58310	-0.32751	0.00316	0.00440	0.01257	-0.071	0.006	-0.068	daily
20190420	-107.356	0.58382	-0.32478	0.00268	0.00380	0.01021	-0.133	0.028	-0.096	daily
20190421	-107.692	0.58745	-0.31855	0.00289	0.00400	0.01103	-0.066	-0.006	-0.046	daily
20190422	-107.309	0.58295	-0.28761	0.00322	0.00466	0.01255	-0.105	-0.060	-0.049	daily
20190423	-107.102	0.58152	-0.32332	0.00288	0.00400	0.01136	-0.078	-0.011	-0.090	daily
20190424	-107.647	0.58246	-0.29700	0.00298	0.00380	0.01210	-0.082	-0.047	0.003	daily
20190425	-107.250	0.58218	-0.31242	0.00262	0.00351	0.00986	-0.039	-0.019	0.010	daily
20190426	-107.192	0.58609	-0.32414	0.00299	0.00387	0.01184	-0.067	-0.035	0.009	daily
20190427	-107.328	0.58643	-0.31622	0.00237	0.00361	0.00925	-0.106	-0.050	-0.002	daily
20190428	-107.141	0.59038	-0.30381	0.00255	0.00337	0.00996	-0.046	0.008	-0.041	daily
20190429	-107.819	0.58709	-0.30904	0.00263	0.00371	0.01001	-0.040	-0.095	-0.078	daily
20190430	-107.271	0.58339	-0.31415	0.00262	0.00389	0.00957	-0.059	-0.005	-0.146	daily
20190501	-107.402	0.58606	-0.31848	0.00268	0.00443	0.01066	-0.142	0.091	-0.079	daily
20190502	-107.437	0.58139	-0.31910	0.00263	0.00381	0.01007	-0.095	-0.046	-0.041	daily
20190503	-107.640	0.58532	-0.31603	0.00256	0.00354	0.00991	-0.063	-0.015	-0.057	daily
20190504	-106.881	0.59549	-0.32775	0.00266	0.00381	0.01068	-0.071	-0.010	-0.065	daily
20190505	-107.647	0.58402	-0.30834	0.00269	0.00362	0.01063	-0.056	-0.002	-0.064	daily
20190506	-107.792	0.58691	-0.30605	0.00273	0.00382	0.01058	-0.078	-0.053	-0.056	daily
20190507	-107.552	0.58679	-0.32840	0.00293	0.00387	0.01115	-0.043	-0.035	-0.048	daily
20190508	-107.483	0.58673	-0.31792	0.00282	0.00369	0.01036	-0.066	-0.009	-0.057	daily
20190509	-107.556	0.58667	-0.31282	0.00290	0.00393	0.01122	-0.067	0.037	-0.041	daily
20190510	-107.312	0.58300	-0.30461	0.00256	0.00401	0.00938	-0.086	-0.072	-0.035	daily
20190511	-107.487	0.58862	-0.31396	0.00245	0.00322	0.00961	-0.050	-0.055	-0.062	daily
20190512	-107.533	0.58521	-0.30957	0.00251	0.00376	0.00971	-0.088	-0.052	-0.085	daily
20190513	-107.581	0.59057	-0.31288	0.00273	0.00384	0.01057	-0.062	-0.017	-0.077	daily
20190514	-107.151	0.58605	-0.33239	0.00323	0.00432	0.01300	-0.060	-0.013	-0.031	daily
20190515	-107.734	0.58920	-0.31873	0.00230	0.00345	0.00842	-0.076	-0.075	-0.023	daily
20190516	-107.584	0.58689	-0.32693	0.00313	0.00418	0.01265	-0.058	0.005	-0.060	daily
20190517	-107.662	0.58470	-0.31323	0.00303	0.00409	0.01184	-0.066	0.027	-0.086	daily
20190518	-107.547	0.58890	-0.32034	0.00281	0.00372	0.01070	-0.066	0.025	-0.072	daily
20190519	-107.346	0.58681	-0.32407	0.00255	0.00348	0.00921	-0.011	0.036	-0.094	daily
20190520	-107.826	0.58551	-0.33106	0.00331	0.00478	0.01372	-0.022	0.010	-0.097	daily
20190521	-107.575	0.59039	-0.31197	0.00279	0.00410	0.01111	-0.063	0.003	-0.096	daily
20190522	-107.528	0.58515	-0.32349	0.00246	0.00404	0.00944	-0.053	0.002	-0.071	daily
20190523	-107.422	0.58961	-0.32005	0.00270	0.00357	0.01040	-0.072	0.004	-0.097	daily
20190524	-107.589	0.58774	-0.31572	0.00318	0.00437	0.01324	-0.083	0.022	-0.102	daily
20190525	-107.313	0.59126	-0.32790	0.00300	0.00396	0.01228	-0.044	0.039	-0.063	daily
20190526	-107.347	0.59198	-0.32057	0.00314	0.00399	0.01246	0.011	0.067	-0.081	daily
20190527	-107.385	0.58828	-0.30987	0.00256	0.00356	0.00934	-0.075	-0.013	-0.085	daily
20190528	-107.361	0.58751	-0.30654	0.00260	0.00336	0.00998	-0.026	-0.010	-0.088	daily
20190529	-107.411	0.58746	-0.31495	0.00282	0.00371	0.01144	-0.026	0.031	-0.044	daily
20190530	-107.424	0.58695	-0.31120	0.00254	0.00337	0.00985	-0.044	0.011	-0.062	daily
20190531	-107.173	0.58701	-0.32368	0.00374	0.00509	0.01646	0.006	0.018	-0.068	daily
20190602	-107.239	0.59070	-0.32770	0.00325	0.00439	0.01296	-0.043	0.055	-0.052	daily
20190603	-107.504	0.59111	-0.31865	0.00299	0.00372	0.01158	-0.056	0.019	-0.097	daily
20190604	-107.382	0.59033	-0.31876	0.00237	0.00293	0.00820	-0.026	-0.091	-0.067	daily
20190605	-107.503	0.59047	-0.31322	0.00277	0.00371	0.01078	-0.024	-0.014	-0.067	daily
20190606	-107.618	0.58763	-0.32289	0.00268	0.00408	0.01028	-0.103	-0.090	-0.039	daily
20190607	-107.649	0.58759	-0.31699	0.00286	0.00390	0.01104	0.001	-0.128	-0.107	daily
20190608	-107.223	0.58894	-0.31924	0.00290	0.00393	0.01153	-0.026	0.022	-0.096	daily
20190609	-107.364	0.58885	-0.32056	0.00256	0.00347	0.00945	-0.014	-0.063	-0.123	daily
20190610	-107.415	0.58924	-0.31617	0.00264	0.00332	0.00978	-0.028	0.012	-0.079	daily
20190611	-107.582	0.58906	-0.31497	0.00243	0.00338	0.00828	0.002	-0.024	-0.113	daily
20190612	-107.587	0.58808	-0.31281	0.00258	0.00340	0.00999	-0.031	-0.012	-0.068	daily
20190613	-107.727	0.58981	-0.32349	0.00292	0.00376	0.01135	-0.002	-0.018	-0.068	daily
20190614	-107.331	0.59060	-0.32443	0.00265	0.00345	0.01040	-0.015	-0.075	-0.039	daily
20190615	-107.709	0.58882	-0.32418	0.00251	0.00324	0.00977	-0.031	0.005	-0.081	daily
20190616	-107.725	0.58963	-0.32602	0.00245	0.00362	0.00921	-0.100	-0.073	-0.012	daily
20190617	-107.802	0.59060	-0.32945	0.00246	0.00323	0.00898	0.010	-0.041	-0.097	daily
20190618	-107.423	0.59008	-0.32387	0.00247	0.00326	0.00890	-0.006	0.001	-0.094	daily
20190619	-107.690	0.59547	-0.32280	0.00262	0.00356	0.01003	-0.022	-0.031	-0.104	daily
20190620	-107.435	0.59111	-0.32753	0.00256	0.00368	0.00978	-0.083	-0.050	0.020	daily
20190621	-107.863	0.59052	-0.31448	0.00257	0.00330	0.00992	-0.073	-0.034	-0.026	daily
20190622	-107.444	0.58877	-0.33616	0.00340	0.00459	0.01428	-0.002	0.030	-0.018	daily
20190623	-107.754	0.59605	-0.32175	0.00294	0.00404	0.01226	-0.065	0.049	-0.056	daily
20190624	-107.324	0.58968	-0.33011	0.00305	0.00406	0.01251	-0.062	0.000	-0.108	daily
20190625	-107.796	0.59317	-0.32702	0.00290	0.00403	0.01163	-0.113	-0.032	-0.038	daily
20190626	-107.738	0.59198	-0.32861	0.00286	0.00373	0.01135	-0.062	-0.048	-0.080	daily
20190627	-107.361	0.59273	-0.32157	0.00281	0.00369	0.01106	-0.077	-0.000	-0.040	daily
20190628	-107.430	0.59782	-0.32607	0.00286	0.00375	0.01151	-0.049	-0.058	-0.034	daily
20190629	-107.666	0.59245	-0.31870	0.00274	0.00363	0.01052	-0.050	0.003	-0.063	daily
20190630	-107.726	0.59273	-0.31907	0.00265	0.00379	0.01054	-0.033	-0.025	-0.023	daily
20190701	-107.620	0.59398	-0.31090	0.00269	0.00370	0.01043	-0.006	0.019	-0.029	daily
20190702	-107.672	0.59151	-0.31901	0.00263	0.00361	0.01046	-0.033	0.021	-0.066	daily
20190703	-107.947	0.58971	-0.32020	0.00255	0.00417	0.00982	-0.048	-0.028	-0.066	daily
20190704	-107.575	0.59207	-0.32502	0.00264	0.00368	0.01022	-0.047	-0.019	-0.057	daily
20190705	-107.835	0.59749	-0.32055	0.00284	0.00391	0.01132	-0.049	-0.020	-0.079	daily
20190706	-107.282	0.59268	-0.31895	0.00326	0.00441	0.01335	-0.022	-0.029	-0.043	daily
20190707	-107.348	0.59397	-0.32022	0.00265	0.00377	0.00994	-0.102	0.003	-0.098	daily
20190708	-107.743	0.59447	-0.32548	0.00261	0.00361	0.01024	-0.047	0.010	-0.091	daily
20190709	-107.580	0.59296	-0.32718	0.00249	0.00335	0.00953	-0.067	-0.002	-0.110	daily
20190710	-107.368	0.59284	-0.32032	0.00250	0.00371	0.00985	-0.072	0.036	-0.188	daily
20190711	-107.829	0.59560	-0.32585	0.00216	0.00304	0.00827	-0.046	-0.015	-0.143	daily
20190712	-107.703	0.59533	-0.32173	0.00265	0.00368	0.00977	-0.031	-0.062	-0.110	daily
20190713	-107.922	0.59041	-0.31921	0.00262	0.00368	0.01045	-0.076	-0.063	-0.036	daily
20190714	-107.707	0.59578	-0.33036	0.00264	0.00353	0.01053	-0.063	-0.020	-0.055	daily
20190715	-107.575	0.59610	-0.31243	0.00255	0.00349	0.01016	-0.016	0.022	-0.026	daily
20190716	-107.364	0.59121	-0.32053	0.00255	0.00350	0.01028	-0.069	0.024	-0.078	daily
20190717	-107.514	0.59502	-0.31572	0.00257	0.00336	0.00974	-0.065	-0.002	-0.037	daily
20190718	-107.453	0.59733	-0.32141	0.00275	0.00368	0.01129	0.005	0.012	-0.084	daily
20190719	-107.757	0.59929	-0.32748	0.00272	0.00418	0.01069	-0.104	-0.103	-0.092	daily
20190720	-107.724	0.59501	-0.32093	0.00277	0.00400	0.01165	-0.039	-0.018	-0.049	daily
20190721	-107.936	0.59612	-0.32756	0.00272	0.00372	0.01131	-0.056	-0.040	-0.084	daily
20190722	-107.698	0.59617	-0.32133	0.00271	0.00383	0.01129	-0.064	-0.013	-0.129	daily
20190723	-107.577	0.59514	-0.31609	0.00287	0.00400	0.01179	-0.059	0.011	-0.101	daily
20190724	-107.633	0.59631	-0.32588	0.00262	0.00401	0.01071	-0.075	-0.004	-0.062	daily
20190725	-107.847	0.59566	-0.32399	0.00249	0.00360	0.00987	-0.036	-0.038	-0.123	daily
20190726	-107.623	0.59684	-0.32019	0.00241	0.00351	0.00959	0.072	-0.127	-0.213	daily
20190727	-107.715	0.59759	-0.32814	0.00243	0.00323	0.00893	-0.012	-0.042	-0.086	daily
20190728	-107.441	0.59685	-0.33306	0.00300	0.00406	0.01304	-0.068	-0.029	-0.095	daily
20190729	-107.708	0.59477	-0.33030	0.00264	0.00379	0.01065	-0.064	-0.023	-0.130	daily
20190730	-107.630	0.59678	-0.32385	0.00249	0.00344	0.00916	-0.049	-0.032	-0.096	daily
20190731	-107.382	0.59345	-0.31999	0.00263	0.00383	0.01054	-0.074	-0.023	-0.088	daily
20190801	-107.688	0.60063	-0.32677	0.00240	0.00346	0.00961	0.033	-0.083	-0.098	daily
20190802	-107.491	0.59959	-0.32577	0.00271	0.00410	0.01078	-0.099	-0.009	-0.203	daily
20190803	-107.860	0.59488	-0.31943	0.00281	0.00355	0.01097	-0.045	0.015	-0.036	daily
20190804	-107.745	0.59547	-0.32499	0.00269	0.00405	0.01046	-0.058	-0.038	-0.149	daily
20190805	-107.528	0.59405	-0.31878	0.00263	0.00404	0.01010	-0.096	-0.064	-0.076	daily
20190806	-107.719	0.59606	-0.32421	0.00271	0.00410	0.01043	-0.073	-0.009	-0.056	daily
20190807	-107.771	0.59607	-0.32157	0.00278	0.00372	0.01095	-0.048	-0.046	-0.111	daily
20190808	-107.430	0.59531	-0.32444	0.00310	0.00442	0.01293	-0.096	0.006	-0.130	daily
20190810	-107.561	0.59668	-0.31590	0.00228	0.00314	0.00862	-0.027	0.002	-0.093	daily
20190811	-107.846	0.59836	-0.31436	0.00267	0.00386	0.00991	-0.069	-0.008	-0.081	daily
20190812	-107.838	0.60324	-0.32097	0.00293	0.00381	0.01231	-0.060	-0.012	-0.048	daily
20190813	-107.676	0.60046	-0.31932	0.00279	0.00362	0.01151	-0.068	0.000	-0.079	daily
20190814	-107.780	0.60084	-0.32175	0.00262	0.00350	0.01057	-0.033	0.016	-0.073	daily
20190815	-107.828	0.59862	-0.32238	0.00282	0.00364	0.01137	-0.087	-0.002	-0.086	daily
20190816	-108.280	0.59596	-0.30885	0.00301	0.00432	0.01234	-0.064	-0.024	-0.070	daily
20190817	-107.514	0.59528	-0.33015	0.00292	0.00391	0.01222	-0.081	-0.022	-0.129	daily
20190818	-107.663	0.59777	-0.31909	0.00239	0.00358	0.00955	-0.050	0.042	-0.095	daily
20190819	-107.589	0.60248	-0.32380	0.00284	0.00394	0.01192	-0.030	-0.003	-0.039	daily
20190820	-107.784	0.59732	-0.32009	0.00256	0.00357	0.00971	0.007	-0.061	-0.143	daily
20190821	-107.775	0.59799	-0.32124	0.00236	0.00354	0.00907	-0.010	0.004	-0.052	daily
20190822	-107.714	0.60097	-0.31685	0.00300	0.00393	0.01259	-0.082	0.009	-0.084	daily
20190823	-107.667	0.59738	-0.31751	0.00256	0.00352	0.01005	-0.057	-0.012	-0.120	daily
20190824	-107.561	0.59884	-0.32908	0.00269	0.00350	0.01055	-0.076	-0.003	-0.061	daily
20190825	-107.148	0.59875	-0.33885	0.00342	0.00476	0.01428	-0.039	0.037	-0.056	daily
20190826	-107.628	0.60217	-0.33189	0.00288	0.00387	0.01166	-0.090	0.029	-0.123	daily
20190827	-107.448	0.59345	-0.32191	0.00251	0.00395	0.00997	-0.091	0.004	-0.080	daily
20190828	-107.768	0.60041	-0.31852	0.00366	0.00490	0.01598	-0.006	-0.019	-0.065	daily
20190829	-107.413	0.59844	-0.31723	0.00317	0.00436	0.01367	-0.053	0.037	-0.081	daily
20190830	-107.679	0.59906	-0.32272	0.00245	0.00378	0.00978	-0.051	-0.011	-0.130	daily
20190831	-107.701	0.59792	-0.31809	0.00250	0.00350	0.00903	0.053	-0.013	-0.063	daily
20190901	-107.802	0.60089	-0.32346	0.00323	0.00434	0.01376	-0.064	0.030	-0.067	daily
20190902	-107.460	0.60007	-0.30895	0.00334	0.00434	0.01369	-0.050	0.098	-0.094	daily
20190903	-107.705	0.60025	-0.31280	0.00252	0.00342	0.00981	-0.073	0.010	-0.070	daily
20190904	-107.485	0.60170	-0.32030	0.00261	0.00344	0.01045	-0.037	0.048	-0.041	daily
20190905	-107.476	0.60000	-0.31771	0.00268	0.00390	0.01037	0.008	0.055	-0.120	daily
20190906	-107.400	0.59843	-0.31093	0.00270	0.00384	0.01078	-0.058	0.061	-0.073	daily
20190907	-107.796	0.60216	-0.32154	0.00280	0.00380	0.01157	0.011	0.050	-0.045	daily
